episode,epoch,actor_loss,critic_loss,entropy,total_loss,kl
1,1,1.4901161193847656e-08,0.14031550288200378,0.8378770351409912,0.12357473373413086,-4.540197551250458e-09
1,2,0.18990637362003326,0.14794233441352844,0.8378771543502808,0.3211079239845276,0.5009419918060303
2,1,-2.7939677238464355e-09,0.08476835489273071,0.8383038640022278,0.06803581118583679,-2.2220774553716183e-08
2,2,0.11348496377468109,0.0662367194890976,0.8385920524597168,0.16298338770866394,0.2646717429161072
3,1,2.7008354663848877e-08,0.046208903193473816,0.8390226364135742,0.02947881817817688,9.371433407068253e-09
3,2,0.02317528799176216,0.037820830941200256,0.839497447013855,0.0442565381526947,0.05184230953454971
4,1,7.450580596923828e-09,0.03806408494710922,0.839980959892273,0.021331671625375748,9.255018085241318e-09
4,2,0.010588076896965504,0.040133409202098846,0.840394914150238,0.03398081660270691,0.04345213994383812
5,1,1.862645149230957e-08,0.04583092778921127,0.8407492637634277,0.02910003624856472,-2.88418959826231e-08
5,2,0.013937773182988167,0.035820260643959045,0.8410487174987793,0.03302116319537163,0.044011618942022324
6,1,-1.1175870895385742e-08,0.04413329064846039,0.8413187265396118,0.02740786224603653,1.1728843674063683e-08
6,2,-0.00188504159450531,0.045263148844242096,0.8416301012039185,0.026646500453352928,0.015152914449572563
7,1,1.862645149230957e-09,0.05618121474981308,0.8419387340545654,0.03946031257510185,8.658389560878277e-09
7,2,0.002329982817173004,0.047131821513175964,0.842254638671875,0.03273462504148483,0.025968562811613083
8,1,-1.1175870895385742e-08,0.038072217255830765,0.8426033854484558,0.021354954689741135,-3.7834979593753815e-10
8,2,-0.003533344715833664,0.03923056274652481,0.8429094552993774,0.01897389441728592,0.012185143306851387
8,3,-0.009380046278238297,0.04213201627135277,0.8432074785232544,0.016022734344005585,0.013921409845352173
8,4,-0.014233872294425964,0.03784449025988579,0.843488335609436,0.006875809282064438,0.014640159904956818
8,5,-0.018856100738048553,0.034325893968343735,0.8437108993530273,-0.001269431784749031,0.01766502484679222
9,1,1.5832483768463135e-08,0.03976011648774147,0.843889594078064,0.023034241050481796,-1.7462298274040222e-10
9,2,0.0034060589969158173,0.03846871852874756,0.844057023525238,0.02514556795358658,0.010949736461043358
9,3,-0.0016021281480789185,0.036373622715473175,0.8442192077636719,0.018039070069789886,0.016136012971401215
10,1,3.725290298461914e-09,0.03392258286476135,0.8443748950958252,0.017203964293003082,1.1568772606551647e-08
10,2,0.00868576392531395,0.03379792347550392,0.8445364236831665,0.025761866942048073,0.029425764456391335
11,1,-1.862645149230957e-08,0.03631870821118355,0.8446897268295288,0.019610725343227386,-3.7107383832335472e-09
11,2,-0.004946760833263397,0.03417717292904854,0.8448475003242493,0.01251932792365551,0.004717440344393253
11,3,-0.007814418524503708,0.03333659842610359,0.8449903130531311,0.00880827009677887,0.010072434321045876
11,4,-0.011800270527601242,0.03415484353899956,0.8451064229011536,0.005638366565108299,0.0128132663667202
11,5,-0.01680007576942444,0.03230247646570206,0.8452101349830627,-0.001215856522321701,0.016118695959448814
12,1,1.862645149230957e-08,0.03738749027252197,0.8452882766723633,0.020684612914919853,2.1784217096865177e-08
12,2,-0.0034389011561870575,0.03719009831547737,0.8454092741012573,0.01704590953886509,0.0036059783305972815
12,3,-0.005861937999725342,0.03410524129867554,0.8455308079719543,0.011535614728927612,0.007664404809474945
12,4,-0.010770471766591072,0.034089066088199615,0.8456390500068665,0.006608767434954643,0.00899701751768589
12,5,-0.01579832285642624,0.03467031195759773,0.8457421660423279,0.0021601244807243347,0.01255723275244236
12,6,-0.019754745066165924,0.03232832998037338,0.8458272218704224,-0.004139959812164307,0.01654546894133091
13,1,7.450580596923828e-09,0.026563920080661774,0.8459005951881409,0.00986585021018982,-8.672941476106644e-09
13,2,-0.007954936474561691,0.027476981282234192,0.8459385633468628,0.0028232168406248093,0.007552888710051775
13,3,-0.010121259838342667,0.026740767061710358,0.8459447622299194,-7.944181561470032e-05,0.018482016399502754
14,1,-0.0,0.031203776597976685,0.8459190726280212,0.014522252604365349,2.4971086531877518e-08
14,2,-0.003244265913963318,0.030968839302659035,0.8458858728408813,0.01104370504617691,0.006170590873807669
14,3,-0.007749594748020172,0.03324509412050247,0.8458253145217896,0.00881582498550415,0.00773709686473012
14,4,-0.007114790380001068,0.03176518529653549,0.8457099795341492,0.007972994819283485,0.012751227244734764
14,5,-0.011733591556549072,0.030037669464945793,0.8455729484558105,0.0016293805092573166,0.015053262934088707
15,1,1.4901161193847656e-08,0.03902643546462059,0.8454097509384155,0.02237187884747982,4.598405212163925e-09
15,2,-0.0018858462572097778,0.03657413274049759,0.8452523946762085,0.018036814406514168,0.0051673767156898975
15,3,-0.010197196155786514,0.03438457474112511,0.8450722098350525,0.007539456710219383,0.008653257042169571
15,4,-0.006183557212352753,0.03526949882507324,0.8448760509490967,0.012441882863640785,0.025648653507232666
16,1,-3.3527612686157227e-08,0.035033442080020905,0.8446863889694214,0.018409980461001396,-1.8451828509569168e-08
16,2,-0.002365976572036743,0.0339355394244194,0.8445305824279785,0.014949200674891472,0.011857753619551659
16,3,-0.008436650037765503,0.03385123237967491,0.8444185256958008,0.00879642553627491,0.009893299080431461
16,4,-0.005553830415010452,0.033539172261953354,0.8443295955657959,0.011368934065103531,0.011834181845188141
16,5,-0.008862350136041641,0.03325264900922775,0.8442482352256775,0.007775492966175079,0.01572743058204651
17,1,4.563480615615845e-08,0.04418206214904785,0.8441668152809143,0.027585787698626518,-4.43833414465189e-09
17,2,0.008077937178313732,0.04402516037225723,0.8440751433372498,0.03550858050584793,0.027538606896996498
18,1,9.313225746154785e-09,0.03928665071725845,0.8439893126487732,0.022710707038640976,6.577465683221817e-09
18,2,-0.00641104020178318,0.03844020515680313,0.8439590930938721,0.01545380987226963,0.012955736368894577
18,3,-0.01036379486322403,0.03725143149495125,0.8439770936965942,0.010311925783753395,0.013442663475871086
18,4,-0.012024639174342155,0.036967575550079346,0.8440604209899902,0.008365590125322342,0.011443311348557472
18,5,-0.012646941468119621,0.03662891313433647,0.8441629409790039,0.007402611896395683,0.023354606702923775
19,1,-3.3527612686157227e-08,0.0292267594486475,0.8442976474761963,0.012661606073379517,2.7794158086180687e-09
19,2,-0.003477265127003193,0.028100688010454178,0.8444778919219971,0.008054768666625023,0.012592650949954987
19,3,-0.006144477054476738,0.027834169566631317,0.8447207808494568,0.0051162708550691605,0.0173064935952425
20,1,-5.029141902923584e-08,0.03111812099814415,0.8450196981430054,0.014555685222148895,-1.8917489796876907e-08
20,2,-0.0001117512583732605,0.030514640733599663,0.8453474640846252,0.01383407972753048,0.0142804104834795
20,3,-0.005011264234781265,0.02992931567132473,0.8456666469573975,0.008342985063791275,0.01483693066984415
20,4,-0.008903078734874725,0.029625020921230316,0.8459793329238892,0.004140747711062431,0.012089040130376816
20,5,-0.011764666065573692,0.029362238943576813,0.8462810516357422,0.0010104645043611526,0.013423402793705463
